idx,class,conversation
4767,일반 대화,가족은 너무나 소중해 정말 하하키키 가족은 나의 전부 나의 사랑행님은 엄마한테 사랑한다고 한 적 있니?난 키키 못하지 사랑한다고는 못해난 한번도 한 적 없어 하하 오글 오글오글 주의보 키키 못 하겠더라역시 남자들은 다 비슷하군 키키글치 키키연말에 가족이랑 파티나 해야지근데 **는 막 하더라 아빠한테도 하하아빠한테 팔짱도 끼던데 **이는 키키펜션 잡아서 파티 하면 완전 재밌을 듯 하하여자들은 좀 쉽나 바 키키 표현이
4768,일반 대화,제주도 여행 팁 좀 알려줘 키키나는 배낭 여행 한번 갈 건데 키키제주도는 걍 드라이브 하는 거지운전을 잘 못하니까 힘드네 좀여행팁은 좀 잘 몰름 키키배낭 여행 가서 어케 지내냐배낭 여행 재밌나 키키? 그러니까운전을 나도 잘 못해서 키키배낭 여행 갔다가 하루 만에 올 듯너 제주도 걸어가지 않았나? 키키 예전에친구가 재밋대 그래서 갈려공 키키운전이 문제네 여행 키키 아휴국토대장정 마냥 키키그러니까 키키마자 힘드러서 하루 만에 올 수도 키키
4769,일반 대화,기억에  남는 여행지는?기억에 남는 곳 욕지도 !전 플로리다!너무 좋습니당~난 다 기억에  남는데 패키지로 간 건 기억이 안 남키키키키 악 요즘 국내 여행 넘 다니서 통영 섬 좋드라패키지는 진짜 ㅠㅠ 그게 단점임너무 찍고 찍고 이런 느낌이라패키지는 진짜 별로인 듯...만간 또 섬 함 가야긋다 키키요즘 한국 좋은데 너무 많아 진짜한국 좋은 곳 추천해 주세요!수학여행 스트 다들 수학여행 기억 나나여?사량도 가실 분 배 타고 고고링~
4770,일반 대화,건강이 안 좋은 건지 두피에 자꾸 뾰류지가 나요 ㅜㅜ아이고 두피에? 샴푸가 안 맞는 거 아니야?ㅜㅜ 모르겠어요 샴푸 또 바꿨는데 똑같네요병원 가볼까 싶어요진짜? 그럼 가는 게 나을 것 같아 ㅠㅠ글쵸 ㅜㅜ 피부과 한번 가 봐야 될 것 같아요그래 가봐 가면 생각보다 별 거 아닐 수 있어글쵸 ㅜㅜ 진짜 건강 이상은 아니어야 할 텐데응... 그냥 뭐 피부에 진짜 난 거일 거야키키 이게 그런데 이마까지 내려오는 것 같아요
4771,일반 대화,"가을이 난 너무 좋아내일 태풍온다더라 조심해 애들아지금 날씨가 딱 좋지단풍을 볼 수 있어서 난 너무 좋아매미를 뛰어넘는다더라 조심해놀러 가기도 너무 좋아내일 태풍? 헐 다들 조심해단풍 다 떨어질 거 같아 내일 ㅠ근데 이번 겨울은 안 춥겠지?눈이 왔으면 좋겠어 난,그래서 오늘 몰아서 놀러 가는 거 어때작년 겨울에는 너무 추웠어태풍은 너무 무섭더라구, ㅜㅜ우리 동네는 눈이 너무 안 와 ㅠ눈도 이번에는 많이 왔으면 좋겠다"
4772,일반 대화,요즘 같은 취업 난에 퇴사는 안돼 !너라면 택시 타지 키키너 택시 빠순이잖어야 택시 타면 욕 얻어먹어택시 부를 시간에 그냥 가겠어 차로는 2분이면 가...키키키키 웃겨 그러니까 그냥 감사하고 회사 잘 다니셈휴 거지 같아서 다닐 수 없어 연휴 내내 출근 시롸냐고...^^아 그렇네... 병원은 연휴에 문 안 여는 거 아녀?여긴 그런 거 없어그런 것도 동네 병원이나 그러지 여긴 입원 환자들 있잖아 ㅠㅠ아 그렇구만 이 황금연휴에 너나 나나 일만 해야 하네
4773,일반 대화,너 무화과 먹어?나 고등학교 때 친구가 줬을때 한번 먹어보고 한번도 안먹어봤어 키키근데 무화과도 맛있긴하더라나도 별로 못먹어봤는데 그기억이 좋았어 키키너는 제일 좋아하는 음식이 무엇이니근데 무화과도 꽤 비싸더라맞아 키키 나도 아빠가 갑자기 사왔을때만 먹어봤지나는 제일 좋아한다기보다 지금 그냥 떠오르는거는 냉면! 키키마트에서 철일때 종종 보는데 쉽게 사게되진 않더라 왠지 잘못사면 밍밍할 것 같은 느낌이랄까? 키키
4774,일반 대화,디즈니가 상륙 한다던디유그러게요 넷플릭스 끊고 갈아타야 하나 고민되네요결제하실 건가유음... 조금 더 생각을 해보려구요드라마를 아직 포기 못 해서키키 디즈니 최애작은 무엇이쥬?인어 공주와 뮬란 좋아했습니다 키키코코도 디즈니제?픽사였나요...?회사가 합쳐지 걸로 봐선 아마 디즈니일 껍니다저는 코코 보고 얼마나 울었던지 몰라유 ㅠ리멤버 미 노래 참 좋아했쥬그 노래 색감도 이쁘구유그 노래 완전 수능 금지곡 수준 키키
4775,일반 대화,"구글에서 아프리카에 고속 인터넷을 설치하기 위해 5년간 1.2조원을 투자한다네다 상업성이 있으니 하는 일이겠지만 잘됐음 좋겠다디지털 기술이 아프리카의 전통적인 사회 구조를 혁신시키겠지아프리카 투자기금을 조성한다는데 우리도 투자할까구글이 코로나 19로 타격을 크게 받은 가나, 케냐, 나이지리아, 남아프리카공화국의 중소기업과 창업자에게 1000만 달러를 저리 융자할 예정이라네구글이 독자적으로?아니. 비영리기구인 키바와 협력해서"
4776,일반 대화,너 아프칸 최근 뉴스 봤어?웅 봤지 아프칸 장난 아니더라거기 탈레반이 점령 했던데?아프칸 뉴스 보니까 대통령도 도망 갔다던데 맞아?웅 거기 대통령 도망가고 정부군 막 항복하고 그러더리거기 국민들은 나가게 해줬다고 하던데그럼 뭐해 나가게만 해주고 말이랑 행동은 다른데에휴... 아 거기 공항에서도 검문 세운다고 하더라그러니까 최근에 공항사진 보면 나가려고 하는 사람들로 포화상태던데...아이고... 거기 사람들도 엄청 불안해 하겠다
4777,일반 대화,요즘 젊은 사람들 주식하는게 유행이래맞아 내 주변 사람들도 거의 다 시작했어응 나도 시작했는걸?어머 그래? 수익률이 좀 어때?난 하루종일 그거 신경쓰일 것 같아서 잘 못하겠던데나도 처음엔 그랬는데 그냥 여윳돈으로 하니까 많이 부담스럽지는 않더라고맞아 여윳돈으로 하면 상관 없는데 요즘 사람들은 빚내서 하는 경우도 많다더라고그래 그래서 비트코인 폭락했을 때 젊은 사람들 파산하는 사람 많겠다고 한창 말 많았잖아
4778,일반 대화,마인다봤다 마지막회 너무아무것도없네잉키키 맞젱생각보다... 너무 기대했던 탓일까응 키키 이제슬의생 마지막회 다시 정주행슬의생도 아직이니?마지막회그때거제가면서 버스안에서봐서 중간중간터널에서계속 끊기고그랬어서ㅜㅜ제대로못봤어오늘은 뭐하는날이야오늘목요일이네 뭐안해 도시어부하는날 키키슬의생끝나고뭐하지 오늘원래슬의생하는날인데아오늘 목욜이가?응 나쉬는날이자나목요일 키키 슬의생말고안그래도볼거없는날인데와나 월욜인줄 ...
4779,일반 대화,요즘 다들 뉴스 좀 보니?뉴스를 안 본지 너무 오래됐어요새는 거리두기 단계 완화가 이슈던데아 완화 되었어?몰랐네코로나 좀 제발 풀리라고 해봐이제는 친구들과 12시까지 술을 마실 수 있대아 난 근데 체력이 열두시까지 못 버텨**는 술을 12시까지 먹으면 집에 네발로 기어가서 안돼그리고 최대 10명까지 모일 수 있데아 정말?난 열 명의 친구가 없는디세상은 아직 살만한 것 아닐까...?백신 접종자 6 백신 미접종자 4까지 가능하다고 하더라
4780,일반 대화,요즘 드라마 뭐가 재밌쬬? 오징어 게임 말고 키키디피 재밌다 했죠?전 그 체인지 데이즈 같은 거저는 다 본 지는 얼마 안됐는데 슬의생 재미있게 봤어요아 슬기로운 의사 생활?! 재밌어요?거기 연기자 누가 나와요?전 안 봐서 모르는데 조정석 나옴 키키조정석 전미도 유연석 정경도 이대명 등등 나와요아 그렇군요 저도 그럼 한번 다음에 꼭 봐야겠어요~예능은 역시 유퀴즈죠?유퀴즈 좋죠아는 형님이나 신서유기도 잼나요
4781,일반 대화,아 나 집 왔는데 너무 편해집이 최고지 침대에 누우면 못 일어나겠어나도 오늘은 지금 까지 자버렸는 걸?키키 진짜 집은 너무 행복이야... 이틀 연속 본가에 있었더니 넘 편해너만 편했던 거 아니지? 키키주택이 좋아 아파트가 좋앞주택이 나는 관리만 잘할 수 있다면 훨씬 좋은 거 같아나도 주택 넘 편해! 관리야 뭐 집사 님이 다 해주셔서 따로 할 것두 없공!근데 어쩔 수 없이 여름에 벌레가 많아ㅜ벌레 정도야 뭐...
4782,일반 대화,나 어제부터 홈트 시작했어와~ 잘했어 코로나시국에는 홈트족이 많아졌어오 뭐뭐 하는거야 ?그냥 유튜브 보면서 따라해요즘은 유튜브에서 영상이 워낙 잘나와서 나도 홈트해하긴 하루 30분 체계적으로 해주더라응 20분짜리 10분짜리도 많아 따라하기 좋아나는 빅씨스 언니 따라는데 쉬운데 은근 운동되더라구남자 여자 따로 해줘서 뭔가 좋은 듯빅씨스 언니 홈트 괜찮아? 나도 봐봐야겠다**도 검색해봐 쉬운거 부터 어려운것 까지 다양해
4783,일반 대화,이번 여름에 스콜성 비가 많이 내린 것 같아맞어 진짜 갑자기 비가와서 당황했던게 한두번이 아니야장마가 꽤 있었던거 같아 내 기억에도이제 진짜 동남아 날씨가 될까 무섭더라비도 조금이 아니고 갑자기 확내리니까 무섭더라맞아 우산을 항상 챙겨 다녀야 해미친듯이 내리다가 갑자기 그치니까 장난치는 것 같기도 하고이미 진행되고 있는것 같아우리나라에도 이제 우기가 생기는 건가?나중엔 교과서에 스콜 이라고 우리나라를 설명하겠지?
4784,일반 대화,모가디슈 몇 번 봤어 결국? 두번?엉 키키 두번 봤어 키키한 세번은 볼 줄 키키 재밌긴 하지 스토리가 짱짱해세 번 보려고 했는데 상영관 작은데로 옮기더라고... 그래서 안 봤어…그건 장르가 스릴러 액션이겠지?정보에는 그냥 액션이라고 뜬다!으음 별점 몇 개 줄꺼야?별점 4.5? 재밌었는데 더 재밌는거 나올 것 같아서 키키오 높게 줬네 키키 난 한 3.5? 재밌긴 한데 그게 다야진짜? 엄청 재미있지는 않았구나ㅠㅠ
4785,일반 대화,너 리듬세상이라는 게임 플레이 해본 적 있어?리듬 세상? 아니 키키 게임을 안 하니까 게임을 잘 모른다아아 키키 그럼 너 막 박자 맞춰서 누르는 게임 같은 거 잘해?나 잘할 것 같은데? 리듬 몸치는 아닌 것 같아 키키오오 진짜? 키키 나 지금 하나를 못 깨서 넘어가질 못하는 게 있어키키 어디서 어떻게 하는 게임인 거야?키키 아 닌텐도에서 하는 게임인데... 엄청 귀여운 캐릭터야아 닌텐도 게임이야?나한테 닌텐도가 있는지 먼저 물어보라고 키키
4786,일반 대화,"언니는 교통사고 나본 적 있어?웅 나는 딱 한번 친구 차로헐! 그때 누가 잘못한 거야!택시 기사였는데 그래서 입원했어 넷이헐 ㅜㅜ 대박 ㅜㅜ 어느  병원 갔었어?재밌었어 백제병원 키키합의 힘들었지그 택시 기사는 왜 사고 낸 거래?사차로에서 신호 무시 하고 달렸지 뭐헐랭, 이래서 택시가 진짜 위험해!택시 보험도 엄청 짜택시 보험?그냥 보험사에서 해 주는 거 아니야?근데도 택시 회사랑은 원래 어렵데 버스도"
4787,일반 대화,건강 챙기려면 뭐부터 해야 할까?음 우선 운동을 해야 하지 않을까?운동은 하고 있고 뭐 좀 챙겨 먹으려고! 하하아 그럼 다이어트 보조제 먹지 않아? 키키음... 형은 다이어트 보조제 먹어봤어?응 나는 광고 보고 먹어봤지 키키어때효과가 조금 있어?나는 무섭던데 ㅠㅠ아니효과는 별로 없었어... 키키그럼 그거 말고 그냥 건강 기능 식품 먹을까?그건 뭐가 있을까?건강 기능 식품?음... 그냥 비타민이나 이런 거 챙겨 먹을 거야!
4788,일반 대화,요즘 대만이랑 중국 분위기 심상치 않다네 키키대만이랑 중국 어찌 될라나 키키대만도 별로 안 좋아하지만 중국에 흡수는 안됐으면 키키중국이 대만 흡수통일하려면 미국이 가만 있겠나 키키미국이 자국 피해 받기 싫어서 모른척 할 수도 있다는 예측이 있던데 키키중국 대만까지 먹으면 그 다음은 우리나라 일거 같은데이미 노리고 있지 키키중국 역사상 무력을 사용한 흡수통일 언급한거 시진핑이 처음이라네 키키대만이랑 중국 전쟁나면 우리나라는 안전한건가 키키
4789,일반 대화,이번에 우유값 엄청 올랐더라.바나나 우유도 올라서 놀랐어.원유 가격이 올라서 그런가봐.우리나라 사람들은 우유를 많이 마시는 것 같지 않던데 왜 오르는 거지?수요는 떨어지는데 사료 가격이나 인건비는 계속 올라서 그렇다나봐.그럼 어쩔 수 없긴 하네.우유 가격이 올라서 빵이나 아이스크림 가격도 오를거래.라떼 가격도 오른데?그럴 수도 있을 것 같아.나 라떼 엄청 좋아하는데.당분간은 아메리카노 마셔.내 즐거움이 사라졌어.
4790,일반 대화,아버지는 취미 같은 거 따로 있으셔?우리 아버지는 등산이랑 사진 찍는 거 좋아하셔오오 키키 우리 아빠도 등산 좋아하는데.. 국룰인가키키 근데 우리 아버지는 몸이 편찮아지고 나서부터 등산은 안 다니셔아 진짜?아 그때 얘기 들었던 것 같다...지금은 좀 나아지셨어?지금은 좀 나아지셔서 혼자 운전도 하고 그러셔 하하아휴... 다행이네 ㅜㅜ니가 잘 보살펴 드려 ㅜㅜ키키 나도 아파서 수술 받아야 된대응? ㅜㅜ 너는 어디 수술 받아야 하는데?
4791,일반 대화,"나 속눈썹 연장 좀 하러 가야 되겠어요 키키나도 하고싶다,ㅋ니 아까 미용에 돈안쓴다미>? 키키진짜 시간이 너무 오래 걸려서 키키 머리에 안 쓰는 거요 키키키키 뭐지,이거 내로남불인가, 키키머리는 하나  안하나 큰 차이가 없으니까 키키키키 그래 속눈썹는나도 좋ㅇ아함미용 내로 남불 키키 나만 댐 키키키키 누림인가 거기 난 괜찮았는데나 그때 누림 잘한다 해서 갔는데 이 사람들이연장은 시간이 오래 걸리니까 자꾸 펌으로 돌리잖아요"
